x_coord,y_coord
40316.681,39541.0967
40606.3885,39551.3513
40736.5955,39633.1743
40247.7753,39924.3544
42201.9401,39312.6071
40114.6224,39748.7266
39883.2972,40142.5172
39858.5997,39896.3925
39728.975,39998.0806
39721.1068,40304.2524
39546.2838,40486.3671
39429.3197,40431.9844
39565.4411,40102.7854
42258.6513,39567.5489
39358.5759,39992.2049
39214.3187,40090.5883
39108.47,39913.5495
39126.6463,39773.0358
39416.5981,39622.2609
39692.8318,39469.9703
42388.3371,39530.4506
42477.8773,39204.2227
42459.8111,38843.4823
42126.5924,39294.429
42233.462,38924.6687
31994.78,35133.03
31643.1687,34986.5402
31619.7981,35088.4721
31650.3687,35213.5248
31328.03,35388.25
31816.7963,34942.7097
31643.7896,34932.8598
28996.2194,29764.092
41857.2031,39071.4559
42134.4478,38894.2762
41875.5357,38818.4836
41784.5801,39526.9469
42030.2409,39606.4261
41283.8272,38971.2519
40942.8203,39055.5703
41151.375,38747.043
41590.9705,38812.1621
41064.8727,39231.0631
41488.2976,39437.995
41554.7014,39169.7008
41830.3635,39044.8529
41840.49,39225.13
42050.749,39253.7168
41926.2439,39467.9453
36202.3912,42357.2043
18544.4873,33717.7282
18526.4824,33647.3125
18772.8516,33660.8789
18635.6875,33513.0954
18521.3692,33566.3085
18411.9297,33571.571
18436.3162,33454.2597
36091.6693,42442.0964
36063.3675,42259.892
36246.7526,42930.9252
36269.0157,42678.4287
36046.5051,42123.9201
39419.6994,40009.1936
36271.1939,42085.2693
36283.2687,42152.2969
36473.7909,41918.4197
36543.1672,41943.8193
36140.7994,41924.977
37190.4782,42765.7878
34524.5777,42733.2272
35336.0812,43792.9611
37568.3243,42442.9721
36635.3349,41792.3558
36816.0197,41648.1136
24533.22,31110.95
24487.19,31188.56
24705.57,31033.88
24717.58,30953.45
24654.5215,30786.998
24780.1309,30449.3691
25268.69,30911.89
24726.8911,30124.9522
25318.4336,30747.652
24682.94,30859.67
24600.43,30852.65
24644.4805,30393.2754
24530.9034,30353.3466
24187.6,31144.34
24170.85,31017.51
23894.27,31228
24031.02,31382.8
24023.14,31476.19
24153.2643,31983.7356
24418.636,32156.675
24236.01,32114.32
24352.42,32166.07
24181.18,32133.41
24353.0804,32185.228
24391.78,32090.9
24335.5387,32064.3962
23590.6968,32292.0387
23403.3645,32654.8683
24244.0036,30732.3137
23479.7213,32316.8703
23531.2041,32206.3235
23921.707,32122.75
23406.71,32283.49
24722.8381,30771.7904
23873.3239,32354.7312
24354.2159,30597.8694
23741.0378,32063.6114
25236.2422,30797.7383
25189.3828,30813.4336
24354.3978,32217.4868
24433.0873,32115.9271
24782.1998,30858.4456
24000.9896,31284.4381
23989.771,31078.5446
24191.1767,31958.4905
30452.1642,32170.1999
30029.3828,34529.4805
30198.2024,34434.491
30364.4121,34500.5937
26359.4531,29876.1692
26173.5652,29936.3581
26214.2901,30036.7081
26052.2467,30044.7806
26029.8967,30077.9357
25613.7877,30550.6392
25516.9485,30705.7785
26746.7947,47569.9618
26005.1646,48235.1526
26146.3836,48155.5365
26413.575,48309.133
26120.0717,48440.4225
26232.1094,48224.2405
26149.9066,47840.5307
26218.5396,47769.2359
26928.4878,48059.5679
25816.924,47840.9691
26668.9418,48135.1503
26573.7982,47566.4296
26796.9569,47989.2006
25876.3743,48156.1255
26549.9373,48088.2577
26338.6026,47963.0686
26910.8423,48226.4033
27050.5673,47980.1685
25986.3619,48674.0283
26228.1281,48691.4308
26032.4828,48496.9223
26527.1938,48294.3119
26381.2626,47401.3802
25798.9394,48563.7941
25908.3774,48570.2721
27220.487,47999.719
27345.0145,48093.3785
25796.9155,48472.7851
27808.9467,47485.5107
28073.8648,47675.4504
27935.4647,47865.1427
27930.3532,47366.8059
27876.1108,47714.037
26659.5337,47304.5182
27486.3855,47524.8095
25822.6138,47537.0937
26101.4401,47336.1969
27621.3632,47413.9109
27863.2115,48161.217
27715.1491,47227.684
28115.5097,47515.5307
27602.6159,47803.8074
26317.2063,47530.1084
26802.1975,47444.0071
25962.1661,47586.3759
26209.1886,47639.8142
26015.7785,47701.567
32577.6928,32750.7372
33023.254,33156.8404
32870.5864,33205.4777
32536.1875,32664.7148
33133.8433,33184.8063
33013.2144,33244.1573
33111.4554,33289.2189
33222.1008,33206.111
33185.7148,33337.7578
32471.3589,32673.4722
32008.2454,39269.0556
32462.735,39138.1824
32425.9955,37769.0271
32118.9668,37628.3516
32080.9673,37405.0495
32016.5748,37221.793
31828.4814,37191.2676
31827.3152,37091.2582
32133.8758,36923.5252
32493.0156,37426.3627
32141.4161,39120.5864
32315.8014,37076.1308
32306.5934,37281.6467
32319.1389,37361.3217
32175.5882,37349.5073
32248.5137,37207.3633
32385.3212,36493.6986
32542.9488,36786.8864
32777.6686,36724.1991
32485.4629,36702.1845
32727.6274,36890.9379
32184.8437,39029.6133
32577.7448,38876.7994
32490.834,39280.3789
32337.793,39365.832
32372.4102,39573.3748
32597.8236,39566.3426
32778.0707,39455.8826
32626.2779,39288.7385
32718.2316,39550.3266
32271.7043,39500.6075
32337.7296,38973.7878
32447.178,38780.0615
32081.2625,38854.7014
32084.7485,39394.1524
32105.7886,39560.7557
32650.2875,39210.4727
32714.58,39167.89
32677.0953,39047.1465
31927.5751,37333.0762
32347.3644,37477.7718
32264,37663.5
32646.5636,39045.8726
32212.7535,37730.9037
32291.7151,38654.071
32311.0661,38616.7321
32578.5299,38938.192
30994.8653,33878.8196
31285.1184,33809.4155
31081.3691,33941.3672
31215.5547,34039.582
31211.6165,34153.5582
31314.7745,33950.196
28554.1079,36984.0277
28406.2288,37118.966
41035.8834,36146.1393
41421.5824,36471.461
41894.1857,36390.0702
41380.0528,36193.553
41239.177,36075.6849
41980.7224,36124.2827
41132.0547,35918.9005
41778.1055,36412.1574
42016.4544,36368.226
41979.002,36445.3718
41776.8118,36015.1241
41499.3416,36379.6414
41198.5644,36239.7964
41210.8437,36301.043
41238.5468,36333.2491
41426.516,36431.5438
41611.4102,36559.418
41685.6118,36617.7899
41777.9717,36593.4263
41590.7201,36434.8566
35884.5645,41149.7601
34678.7297,40731.1214
35224.4669,41353.9464
35361.0715,41148.1882
35494.0265,40573.0138
35503.532,41122.8627
36014.7491,41304.3232
35368.923,41723.2516
35521.3711,40631.423
35276.8508,41636.7294
35927.2239,41842.1501
35690.9808,41852.5684
35433.4759,41356.0962
35851.5524,41777.5921
35766.7722,40531.9718
36001.1909,41017.8685
36099.0459,40907.1776
36172.8047,41735.4985
35193.2717,41647.7381
35037.7821,41713.346
35803.6315,40755.9683
34964.5908,40993.9848
34907.7394,41106.0902
35134.3189,40887.3355
34957.9524,41736.067
35706.3126,41679.5157
34548.7768,41065.8066
34574.9636,41140.2415
35640.0823,42063.5105
35403.3489,41899.0368
34479.4144,41197.9512
34375.646,41042.6153
34829.7614,41852.9235
35205.0144,42017.0171
35427.7063,40454.8668
34130.2215,41374.1249
34060.4225,41184.0668
34233.6919,41090.2204
35107.1095,42039.9623
33905.0798,41268.8098
35280.3263,42165.1817
33763.8587,41567.8926
33771.7581,41364.3158
34475.7019,41347.2977
34358.6228,41381.4575
35726.2721,41068.0657
34592.9265,41686.8525
34472.1598,41724.1866
34307.6386,41623.0083
34015.6621,41607.626
36345.8603,41552.0224
36285.422,41009.03
32996.0569,41263.3008
34958.0485,41925.5733
35525.092,41265.8605
32444.96,41076.957
32620.4698,41123.1753
32829.9567,41201.1613
35195.6938,40666.4558
34946.9569,40704.5286
35087.586,40622.2863
36192.9313,41509.0921
35097.5944,40434.3881
34780.0509,40557.9461
32787.0554,41601.8227
35197.2219,41221.829
34835.6667,40693.9897
34774.0235,40448.7069
34740.622,40787.4947
34780.2916,40894.8139
32927.5192,41564.4693
32650.9465,41502.7315
35432.869,40808.116
32809.1737,41359.6037
32535.1306,41510.8896
35425.2143,40897.3587
35664.287,41306.3404
32808.4169,41758.3716
32446.7092,41548.8847
36424.4447,41417.9477
32461.1013,41787.9348
36538.8836,41313.482
32987.7264,41793.5661
32878.9647,41809.1498
32429.5956,41673.2254
32538.8707,41769.3259
34146.3004,41863.1893
36079.7857,41414.8039
34570.2904,41861.2936
34477.2956,40826.5256
34630.7775,40899.9535
32681.0825,41761.6732
34234.9599,42028.5626
34291.9886,42206.0484
33000.3795,41646.8467
33889.5864,41641.0117
33204.2465,41285.8912
33034.2631,42108.8313
29074.9041,29346.72
38051.043,32673.7969
37997.8555,32648.7539
25135.7671,30634.5571
25259.6207,30666.3245
28668.8008,37777.1992
28336.3289,37439.3599
28639.6889,37421.9282
28553.6907,37871.1114
28512.4336,38159.9961
28636,37711.8984
28392.1992,37509.3008
28257.4232,28489.7651
28317.6841,28619.0984
27693.5872,28667.6456
29950.6152,31769.9941
29976.3171,31722.7063
34222.1303,42325.782
25398.1488,30582.3365
24647.2485,30296.4074
24703.9688,30248.287
24662.1367,30248.061
33385.8789,42084.1752
33130.4351,42095.6631
36266.5706,41244.503
34896.2847,42025.6613
34647.5273,41351.7558
34803.9591,41294.0789
34316.7374,40374.0494
34275.0208,42337.3597
35081.2721,42217.8028
33183.7608,41498.5269
33931.8699,41689.9061
32220.5882,41525.3527
32051.503,41600.0851
33824.527,41667.8944
32040.2678,41790.0426
32243.4465,41773.7554
32217.7375,41139.4688
33976.3641,41801.3132
33672.15,41719.2634
26619.279,48110.2064
26930.1313,48308.6929
26156.746,48492.1384
34845.4319,41829.1525
28033.599,47720.0557
27945.3404,47471.3997
32277.158,39545.2552
27600.8748,47574.1207
27659.3104,47371.4915
27745.6908,47187.0993
27821.7372,47226.2109
27557.5807,47754.0354
32847.355,41553.4443
40534.8059,37474.7126
41336.4164,38040.1724
26642.874,28889.9336
26594.4985,28690.7096
26248.2192,29055.7391
25410.0758,28869.5953
25044.3866,28772.2926
25479.2441,28253.7507
25059.9661,28475.4537
25318.3879,28642.2103
25290.5101,28428.7979
25156.3228,28862.5317
25599.7585,28608.3876
25528.5116,28424.2252
25497.8422,28748.5546
25102.2101,28852.5891
25092.2521,28584.6862
26359.0527,28989.3284
26874.703,28321.7568
26911.2155,28123.4116
25109.3906,29363.2539
25740.9065,28588.0794
25383.8683,28775.7738
25261.3047,28571.479
26444.6627,28896.6707
25135.612,28488.1817
25985.6543,29309.834
25595.8755,29374.1443
25306,28279.5996
25069.197,28402.4038
26458.5039,28811.9141
26789.3262,28899.8419
26757.168,28492.5299
26673.4648,28437.3189
26601.755,28348.037
26766.3105,28419.3515
27236.0312,29306.6816
27694.6129,29518.2043
27503.2019,28827.5456
27083.1099,29159.4607
27806.9987,29492.094
27918.1167,29540.7605
28023.0859,29632.3616
27642.8184,29641.8672
27718.3359,28870.7891
27725.5076,29745.9783
27803.2031,29566.7725
27925.02,29451.2566
27776.6895,29392.8223
27201.2559,29132.8223
27652.541,29480.3242
27390.6755,28981.1406
27961.4701,29590.094
17541.2774,33778.08
17493.7022,33714.2794
17424.7554,33821.7982
17539.8244,33945.2298
17308.7145,33863.5119
17351.3149,33950.9498
17347.6784,33758.6936
17500.7539,33654.8242
17736.171,33786.4157
17869.5236,33600.6696
24057.579,31174.2517
15558.467,35156.0339
15662.8289,34894.8007
15507.4392,34380.5493
15439.9056,35477.7143
15645.0192,34485.0749
15638.0002,34701.6525
15708.2643,35640.7797
15409.2144,35801.6725
15750.5079,35476.5566
15894.1114,35134.964
15665.26,35011.1747
15892.9516,35376.8603
15670.2177,35606.278
15586.8737,34946.2629
15758.7046,34458.9721
15555.5191,34733.8176
15766.9047,34338.9204
15650.2468,34383.6425
42126.6048,37272.8556
41934.0052,37388.5874
41788.3197,37546.7093
41998.1122,37604.9556
38823.1951,36807.9012
41232.7759,37756.7953
41011.0361,37538.3082
39648.4301,37036.0523
39653.7508,37167.0637
42025.283,37713.9356
42211.8682,37802.4125
42150.9608,37058.3057
42413.1125,37152.4367
42340.9357,37417.4815
42258.7221,37501.1231
41930.7103,37865.65
42056.4696,37988.6087
42085.7621,38079.9813
41750.9046,38321.0985
41998.9929,38083.5573
41048.1591,38147.3551
39499.7604,37661.9755
39500.2011,37869.6384
39341.6396,37956.2945
39435.2754,37605.5615
39141.5755,37700.2172
39220.1743,37998.2245
39769.2878,37693.9606
39717.4254,37584.9156
41225.8231,38349.9868
40030.3277,36628.8151
39149.9105,36784.3426
41234.0246,37276.5181
41688.2888,37919.2972
39093.7405,37493.1753
39699.2218,37846.9485
39889.1667,37644.1458
39220.4729,36578.8195
41321.7712,38447.8005
41439.247,38351.4469
38884.1396,37614.9003
38621.1252,37032.665
41621.1301,38435.0165
39726.5335,37438.5434
38750.9399,37292.1188
38838.0939,37441.3741
41691.9427,37261.1308
41833.9252,37212.6124
41787.0937,37067.9473
41997.2837,37271.9383
30590.6956,35360.7931
29078.289,28819.4744
28999.272,28661.7751
29982.6197,35409.3079
29326.8155,35027.9474
29429.1872,36009.9728
29290.1401,34713.1702
29839.4181,35624.0957
29366.473,35261.4638
29196.869,35602.2984
30679.7745,34913.8565
29353.495,35161.8974
30810.4264,34798.1948
30849.5226,35599.7494
30747.1931,35686.9065
29698.2634,35231.2092
29277.9112,35429.2632
29061.1557,35461.8044
30487.836,35103.3396
29532.3014,35715.2153
28992.1869,34772.9821
29783.6897,35326.4304
29560.4287,35333.5642
30371.0062,35230.8425
29402.5995,35779.293
30889.8975,35423.8667
30723.296,35473.1848
30256.17,35233.77
30090.95,35135.49
30124.42,35341.3
29949.23,35517.2
29669.0734,35049.0624
29699.9143,35107.3661
29939.32,34976.48
29660.7631,35373.4764
29242.9935,34803.2161
29193.44,35154.68
29329.7942,35524.3536
30028.99,35280.77
30325.2783,35742.6437
29448.3398,35862.8984
29396.9527,35917.6634
29572.6442,35915.372
29531.7522,36074.2751
30127.27,35573.46
30278.0957,35382.7109
30471.7791,35715.3312
30603.6943,34876.733
30773.92,34907.95
30662.6827,35225.0847
30599.96,35527.39
30495.5625,35670.9258
30349.5891,35671.9011
30361.63,35951.68
30474.3865,36065.9505
30574.9288,35955.0251
31018.2569,35434.7302
31025.8295,35236.265
31047.58,35155.12
30107.83,35814.16
29669.5764,35018.5085
29907.7722,35952.8982
29748.8203,35990.7969
29813.3984,36054.5
29973.9188,35315.1935
30567.354,35273.679
30647.8392,34994.1728
30890.764,34815.7549
29719.04,35774.23
29684.0801,35728.6552
29791.3108,35569.197
33602.3061,31409.6032
33581.4137,31444.7784
31092.8691,33554.6172
19566.0155,40125.5448
19459.5932,40178.8656
19541.9487,40262.0437
19166.6753,40542.0167
19687.1465,40113.8175
19638.7886,40229.3595
19301.8301,39963.4141
19225.6875,40080.8281
19229.041,40255.5469
19072.5156,40448.2227
21441.5507,35689.479
21359.8594,35627.5039
21219.4283,35808.8247
21172.689,35626.0278
40645.1002,36633.3607
40241.5939,36993.2916
40513.9859,37022.0319
40511.1172,36794.0234
41292.6602,37256.6602
41242.6367,37183.9531
41349.1055,37121.3281
41423.7376,37254.2715
41357.6797,37403.3437
40691.5398,37589.1246
40682.5014,37392.3908
40663.4797,37197.2727
40884.9727,37147.543
40784.043,37234.2773
40918.3711,37369.6133
41092.9461,37347.4683
40700.7059,36530.5002
40920.2995,37019.6152
40760.3906,37026.1929
41035.0411,36785.1588
41243.9538,36627.3316
41284.2492,36781.636
41456.957,36778.5156
39468.8647,36543.2578
39932.1232,36937.4179
39926.9824,36424.8207
40964.6909,36395.5354
39350.702,36706.421
39062.7271,36823.2135
39241.8985,37029.2046
39357.5533,36980.6496
39338.9023,37240.9629
39486.3058,37178.0754
39527.3164,37445.0986
39328.7136,37444.6416
39076.7194,37331.671
38918.6987,37122.0189
39139.9893,37058.3736
38870.9497,36981.7596
38948.9356,36763.5017
40286.9005,37300.6184
40456.9061,37597.9862
39079.6727,36911.3845
39101.1472,36984.4555
38884.7143,37492.6034
40518.5548,36401.0077
40498.7308,36344.861
40496.7609,37796.9601
40642.7732,37796.0139
40786.4727,37942.9375
41035.8679,37933.5266
41168.0391,38026.2765
41294.1032,38193.2412
41120.082,37750.8945
41482.7031,37721.6602
40338.7812,36505.4414
41494.2122,37985.4918
41871.9858,38044.2348
40278.3039,36660.4761
33107.6324,35187.5516
33109.332,35098.3344
33265.027,35204.8735
33075.3159,35275.3778
33326.6984,35410.4255
33101.2667,35157.3013
34994.9175,35328.5373
32179.7655,33010.5845
32237.8125,33097.6016
32537.2679,33063.4121
32522.9258,33422.543
32374.0247,32770.798
32125.5883,32822.4057
28950.0781,29897.9961
18391.6404,36723.769
18029.1321,36437.8173
17982.2826,36616.6603
18668.6078,36565.8437
19086.17,36658.92
19276.68,36568.93
19332.565,36778.361
19291.0823,36949.9677
19484.9573,36912.4024
19699.5049,37022.2461
19653.7625,36736.2392
18316.8368,36887.7302
19895.4902,36584.6445
18569.9729,37715.1464
18339.7245,38092.0958
18234.0951,38341.652
18465.58,38439.7002
18441.4863,38506.9696
18728.7311,38350.9289
18742.24,38064.66
18846.1378,37962.5676
18790.052,37772.6738
18649.5445,37851.9011
18098.9773,37055.7538
19027.5388,37666.3629
18847.0784,37666.2614
19018.5011,37355.1895
18873.0414,37452.2798
19139.7066,37093.5044
18124.0483,36539.8249
18837.6188,36875.2113
17973.0318,36974.1108
18879.8441,36750.5885
18955.5289,36844.8175
18690.779,36915.3896
18275.4565,38569.6475
19606.6244,36561.0495
18463.4479,36256.9749
18590.8011,38166.1707
18817.5304,36385.1968
18135.2799,36917.0123
19356.5349,36607.8807
18336.325,38543.2265
18172.9985,36305.5813
18363.2733,36194.2818
19312.2301,36987.8524
17419.4393,36994.0568
17317.656,37581.4848
19323.1576,36459.7662
17667.3706,37138.9724
19325.1186,36287.363
18071.3516,36683.9531
18060.8019,37237.9017
17534.7152,37528.3789
17844.6833,37081.9943
18710.2749,37928.4781
17583.3446,37408.1445
17611.6169,37719.6743
17572.5965,37864.1469
17873.2383,38065.8645
17588.9545,37339.3644
18000.4363,37685.2975
17847.5676,36758.9474
17773.0352,37655.3275
18208.6126,36824.4404
17825.5193,36588.034
17748.6389,36445.3951
30072.1484,31241.1484
22802.4706,46289.7139
30217.526,33669.5658
24755.5543,47642.245
21545.6709,46781.8077
23428.6148,45604.437
24936.0215,47134.7585
25028.4866,46986.64
23995.6932,47488.7994
25131.0901,47292.9142
25278.0655,47369.5027
25235.6886,47178.0376
23134.4358,45725.666
21543.8287,45922.7283
23995.785,47408.7711
21255.3672,47104.1328
21271.52,47154.7049
21198.8774,47366.6434
21488.674,47244.6194
21284.6738,47633.2891
22275.6094,46924.5039
22249.7662,46486.5748
22115.7552,46747.594
21988.2079,46815.199
21621.1257,46318.1491
21673.9257,46440.8216
21755.788,46587.4955
21482.2371,46304.8149
21847.2739,46264.664
22191.7187,45992.2266
22109.3581,45893.4989
21992.0066,45860.9547
21642.9242,45782.9456
21430.5762,45933.9805
21388.7832,45861.0977
21382.8242,45760.7109
21484.0352,45758.1875
20906.7446,46925.2015
21406.332,45779.8253
22780.8105,47005.8672
23227.4135,47060.8098
23315.9648,46842.418
21704.3672,47125.2891
21619.4951,47025.8162
23403.6522,47029.9515
23548.9652,46854.6331
21182.9312,45692.8787
21205.5217,45525.4699
21528.0175,45524.5271
21362.6102,45378.0962
24046.4777,48144.5361
23070.931,47203.7395
23405.0247,47174.9596
21865.5141,46936.8596
21927.7465,47034.7509
23590.4851,47176.9397
23357.861,45984.0543
23101.6173,46110.9586
23472.5842,47106.6555
23265.6873,46208.4999
23348.3676,46205.981
23440.3014,46253.1124
23122.1725,47008.073
23581.4144,46183.1367
23613.71,46071.6238
23506.2589,46033.557
23463.7611,45965.5899
23338.8254,47350.3849
23348.8456,45873.6556
23076.3795,46789.1914
23558.6725,45719.8134
23728.429,46002.0615
23683.3329,46831.8539
23871.6965,46028.6081
23342.6004,46649.9806
23118.191,46497.6326
23182.8035,45847.6356
24118.936,45812.819
23923.9837,45898.4854
23795.194,45862.9987
23429.9641,46416.6889
23702.34,45656.6161
23701.8273,45550.4272
23693.3134,46446.5191
21838.7773,47085.957
23521.1992,46312.5
22505.7065,46103.3973
22628.7386,46063.1814
22780.0672,46063.1491
23969.4738,46630.5468
23844.7328,46979.1172
24069.321,46974.6261
24188.1546,47019.5375
24373.674,46827.139
24350.2675,47010.7245
24270.2765,47376.2034
24983.383,46920.8143
24703.9448,46642.49
24850.6084,46636.9442
21800.3125,47200.2539
23937.0706,47352.2621
24179.5955,47205.7795
24141.7435,46956.0986
24505.386,47143.788
24711.6693,47219.5233
23886.366,47208.9992
23800.172,47218.8422
23747.0647,47397.2586
23613.1605,47523.5906
23849.9464,47582.4593
24414.7153,47764.032
24637.5027,47838.0528
24689.6411,47760.7102
24750.7857,47717.9903
24848.101,47634.821
24123.1011,47708.2983
24281.4205,47567.8164
21660.0118,46873.6677
24330.2647,47756.4455
24296.7171,47514.7036
24471.0095,47352.6032
23975.8384,46423.1877
23837.6593,46282.3619
24192.1416,46200.7694
24420.08,46561.7115
24317.8529,46691.9568
24149.2668,46546.1362
23702.7059,46585.151
23582.22,46633.6669
24131.2685,46393.746
24304.8642,46201.7037
24421.7399,46312.2663
24520.8714,46439.9443
24580.5607,46608.2682
24441.8462,46881.242
24490.3124,47314.8499
24060.4226,46730.8096
24212.7627,46796.478
24682.0186,46808.9077
24907.591,46937.7135
28508.3965,29880.2227
27412.0991,45841.0373
27995.96,45066.8145
27625.6289,45280.5234
27905.7385,46499.201
28505.9395,45881.9889
28260.7012,46043.2891
28246.3185,46249.5229
28389.0234,46261.6211
28681.0314,46086.2424
28648.4057,46162.6732
28872.75,46307.543
28689.2205,46383.1673
28538.5011,46605.7561
27414.6758,45987.2187
28504.9276,46440.0785
28426.9545,46510.8406
28144.9395,46528.6914
28170.8701,46340.318
28063.7034,47038.6663
27862.1152,44818.0937
27999.8887,44541.1562
27742.9217,44276.3479
27925.9358,44389.0052
28057.7461,43852.7148
28033.9316,44001.6406
28043.8717,44130.9725
28117.1717,44138.2643
28135.416,44332.6484
27506.7793,46268.6172
27349.1212,46139.6053
28212.8196,44250.2645
28270.7412,44261.2589
28380.8499,44273.0647
28587.6719,44363.8594
28310.623,44888.4516
28317.9522,44732.3744
28305.7045,44561.1014
28573.7168,44608.1172
28519.8262,44786.0742
28429.5256,44875.402
28755.9082,44928.25
28802.1641,44647.4297
27798.7178,46273.0601
27653.9599,46018.2543
28378.3276,44072.1863
28735.9258,45762.625
28842.0106,45830.6181
28865.8374,45625.9622
29095.1082,45430.1318
29036.205,45471.5063
29384.9686,45314.782
29361.3242,45648.9258
29613.5447,45679.9694
29581.4638,45567.1012
29632.0687,45313.3234
29580.5785,45145.6412
29552.0163,45080.7449
29580.9409,45111.9779
27865.2344,45870.8907
29529.83,44808.1062
29363.3139,44945.2291
29291.1048,44676.2316
29413.0818,44965.2268
28413.6222,45450.4144
28383.2891,45244.5078
29461.0058,45083.3281
27895.8292,46028.4287
29764.6921,44893.3273
28097.4355,46026.6367
29647.1253,44767.6656
29588.007,44651.6313
29238.4163,45775.1779
29302.8265,45929.6846
29314.7149,46022.7799
28968.6232,46042.758
28998.1897,46163.9678
28843.2023,46462.2763
29142.5387,44394.3419
29255.0052,44464.5975
29107.1794,44173.7841
29197.6771,44201.2772
27346.9746,45449.3008
28782.6987,44073.5278
28841.6832,44257.3977
28882.336,44065.4057
28917.4786,44546.2792
28931.6439,44600.7404
29086.6991,44661.4096
28940.4724,44825.8894
29850.1522,45576.0125
30049.0899,45166.0749
29956.6805,45246.4831
29856.603,45358.8531
27772.9219,45686.2734
30167.5966,45330.3961
30194.3665,45535.3488
29935.5818,45679.7181
29649.6679,45882.3415
29505.6858,45847.8567
28077.2305,45507.8047
